season_key,base_year,split_type,team,player_id,player_name_ja,player_name_en,G,PA,AB,H,1B,2B,3B,HR,TB,R,RBI,BB,SO,HBP,SH,SF,SB,CS,GDP,AVG,OBP,SLG,OPS,打率,安打,本塁打,打点,試合,打席,打数,単打,二塁打,三塁打,得点,出塁率,長打率,四球,敬遠,死球,三振,塁打,盗塁,盗塁死,犠打,犠飛,併殺打,IsoP,IsoD,BB%,K%,BB/K,RC,XR,BABIP,SecA,TA,NOI,GPA
1936A,1936,fall,巨　人,51153872,青柴　憲一1936年 公式戦初出場,,5,9,8,2,2,0,0,0,2,1,0,1,2,0,0,0.0,0,,,0.25,0.333,0.25,0.583,0.25,2,0,0,5,9,8,2,0,0,1,0.333,0.25,1,,0,,2,0,,0,0.0,,0.0,0.08300000000000002,11.11111111111111,22.22222222222222,0.5,0.6666666666666666,0.742,0.3333333333333333,0.125,0.5,416.3333333333333,0.21235
1936A,1936,fall,巨　人,61163872,伊藤　健太郎1936年 公式戦初出場,,27,114,95,18,8,5,4,1,34,9,12,19,14,0,0,0.0,5,,,0.189,0.325,0.358,0.683,0.189,18,1,12,27,114,95,8,5,4,9,0.325,0.358,19,,0,,34,5,,0,0.0,,0.16899999999999998,0.136,16.666666666666664,12.280701754385964,1.3571428571428572,11.035087719298245,12.823999999999998,0.2125,0.42105263157894735,0.7532467532467533,444.33333333333337,0.23575000000000002
1936A,1936,fall,巨　人,41343872,内堀　保1936年 公式戦初出場,,10,24,22,2,1,1,0,0,3,3,2,2,4,0,0,0.0,1,,,0.091,0.167,0.136,0.30300000000000005,0.091,2,0,2,10,24,22,1,1,0,3,0.167,0.136,2,,0,,3,1,,0,0.0,,0.04500000000000001,0.07600000000000001,8.333333333333332,16.666666666666664,0.5,0.5,0.10000000000000009,0.1111111111111111,0.18181818181818182,0.3,212.33333333333334,0.10915000000000001
1936A,1936,fall,巨　人,11913872,倉　信雄1936年 公式戦初出場,,2,4,3,0,0,0,0,0,0,0,0,1,1,0,0,0.0,0,,,0.0,0.25,0.0,0.25,0.0,0,0,0,2,4,3,0,0,0,0,0.25,0.0,1,,0,,0,0,,0,0.0,,0.0,0.25,25.0,25.0,1.0,0.0,0.035999999999999976,0.0,0.3333333333333333,0.3333333333333333,250.0,0.1125
1936A,1936,fall,巨　人,21023872,沢村　栄治1936年 公式戦初出場,,15,49,43,7,5,2,0,0,9,3,2,3,6,0,3,0.0,0,,,0.163,0.217,0.209,0.426,0.163,7,0,2,15,49,43,5,2,0,3,0.217,0.209,3,,0,,9,0,,3,0.0,,0.045999999999999985,0.05399999999999999,6.122448979591836,12.244897959183673,0.5,1.9565217391304348,1.4019999999999997,0.1891891891891892,0.11627906976744186,0.3333333333333333,286.6666666666667,0.1499
1936A,1936,fall,巨　人,31233872,白石　敏男1936年 公式戦初出場,,27,123,103,22,19,2,1,0,26,12,9,15,14,0,5,0.0,3,,,0.214,0.314,0.252,0.5660000000000001,0.214,22,0,9,27,123,103,19,2,1,12,0.314,0.252,15,,0,,26,3,,5,0.0,,0.038000000000000006,0.1,12.195121951219512,11.38211382113821,1.0714285714285714,8.152542372881356,9.531999999999998,0.24719101123595505,0.21359223300970873,0.5432098765432098,398.0,0.2043
1936A,1936,fall,巨　人,51253872,スタルヒン1936年 公式戦初出場,,3,7,7,1,1,0,0,0,1,0,0,0,0,0,0,0.0,0,,,0.143,0.143,0.143,0.286,0.143,1,0,0,3,7,7,1,0,0,0,0.143,0.143,0,,0,,1,0,,0,0.0,,0.0,0.0,0.0,0.0,nan,0.14285714285714285,-0.08800000000000008,0.14285714285714285,0.0,0.16666666666666666,190.66666666666666,0.1001
1936A,1936,fall,巨　人,51453872,津田　四郎1936年 公式戦初出場,,12,22,19,2,2,0,0,0,2,0,3,3,5,0,0,0.0,2,,,0.105,0.227,0.105,0.332,0.105,2,0,3,12,22,19,2,0,0,0,0.227,0.105,3,,0,,2,2,,0,0.0,,0.0,0.12200000000000001,13.636363636363635,22.727272727272727,0.6,0.45454545454545453,0.6839999999999999,0.14285714285714285,0.2631578947368421,0.4117647058823529,262.0,0.12840000000000001
1936A,1936,fall,巨　人,71473872,筒井　修1936年 公式戦初出場,,24,99,79,17,9,5,3,0,28,16,5,19,15,0,1,0.0,7,,,0.215,0.367,0.354,0.721,0.215,17,0,5,24,99,79,9,5,3,16,0.367,0.354,19,,0,,28,7,,1,0.0,,0.13899999999999998,0.152,19.19191919191919,15.151515151515152,1.2666666666666666,10.285714285714286,12.674,0.265625,0.46835443037974683,0.8709677419354839,485.0,0.25365
1936A,1936,fall,巨　人,11613872,中島　治康1936年 公式戦初出場,,19,78,70,18,11,5,2,0,27,11,8,6,6,1,1,0.0,6,,,0.257,0.325,0.386,0.7110000000000001,0.257,18,0,8,19,78,70,11,5,2,11,0.325,0.386,6,,1,,27,6,,1,0.0,,0.129,0.068,7.6923076923076925,7.6923076923076925,1.0,8.526315789473685,9.474,0.28125,0.3,0.7692307692307693,453.6666666666667,0.24275000000000002
1936A,1936,fall,巨　人,21623872,中山　武1936年 公式戦初出場,,25,81,64,14,12,2,0,0,16,11,5,10,1,0,7,0.0,1,,,0.219,0.324,0.25,0.5740000000000001,0.219,14,0,5,25,81,64,12,2,0,11,0.324,0.25,10,,0,,16,1,,7,0.0,,0.031,0.10500000000000001,12.345679012345679,1.2345679012345678,10.0,5.1891891891891895,6.02,0.2222222222222222,0.203125,0.54,407.3333333333333,0.2083
1936A,1936,fall,巨　人,41643872,永沢　富士雄1936年 公式戦初出場,,17,42,37,4,2,2,0,0,6,4,1,4,6,0,1,0.0,0,,,0.108,0.195,0.162,0.357,0.108,4,0,1,17,42,37,2,2,0,4,0.195,0.162,4,,0,,6,0,,1,0.0,,0.054000000000000006,0.08700000000000001,9.523809523809524,14.285714285714285,0.6666666666666666,1.170731707317073,0.5259999999999998,0.12903225806451613,0.16216216216216217,0.30303030303030304,249.0,0.12825
1936A,1936,fall,巨　人,61663872,成田　友三郎1936年 公式戦初出場,,2,2,1,0,0,0,0,0,0,0,1,1,0,0,0,0.0,0,,,0.0,0.5,0.0,0.5,0.0,0,0,1,2,2,1,0,0,0,0,0.5,0.0,1,,0,,0,0,,0,0.0,,0.0,0.5,50.0,0.0,nan,0.0,0.232,0.0,1.0,1.0,500.0,0.225
1936A,1936,fall,巨　人,41843872,畑福　俊英1936年 公式戦初出場,,9,12,12,1,1,0,0,0,1,1,0,0,4,0,0,0.0,1,,,0.083,0.083,0.083,0.166,0.083,1,0,0,9,12,12,1,0,0,1,0.083,0.083,0,,0,,1,1,,0,0.0,,0.0,0.0,0.0,33.33333333333333,0.0,0.08333333333333333,-0.39800000000000013,0.125,0.08333333333333333,0.18181818181818182,110.66666666666667,0.0581
1936A,1936,fall,巨　人,81883872,林　清一1936年 公式戦初出場,,27,99,90,24,18,6,0,0,30,8,15,9,11,0,0,0.0,10,,,0.267,0.333,0.333,0.666,0.267,24,0,15,27,99,90,18,6,0,8,0.333,0.333,9,,0,,30,10,,0,0.0,,0.066,0.066,9.090909090909092,11.11111111111111,0.8181818181818182,10.0,11.622,0.3037974683544304,0.2777777777777778,0.7424242424242424,444.0,0.23310000000000003
1936A,1936,fall,巨　人,33333872,前川　八郎1936年 公式戦初出場,,27,105,88,23,19,2,2,0,29,18,10,13,5,2,2,0.0,7,,,0.261,0.369,0.33,0.6990000000000001,0.261,23,0,10,27,105,88,19,2,2,18,0.369,0.33,13,,2,,29,7,,2,0.0,,0.069,0.10799999999999998,12.380952380952381,4.761904761904762,2.6,10.336633663366337,12.86,0.27710843373493976,0.29545454545454547,0.7846153846153846,479.0,0.24855
1936A,1936,fall,巨　人,33533872,三原　修1936年 公式戦初出場,,13,55,43,9,6,2,1,0,13,3,2,11,8,0,1,0.0,5,,,0.209,0.37,0.302,0.6719999999999999,0.209,9,0,2,13,55,43,6,2,1,3,0.37,0.302,11,,0,,13,5,,1,0.0,,0.093,0.161,20.0,14.545454545454545,1.375,4.814814814814815,6.677999999999999,0.2571428571428571,0.46511627906976744,0.8529411764705882,470.6666666666667,0.242
1936A,1936,fall,巨　人,93593872,水原　茂1936年 公式戦初出場,,16,66,62,14,12,2,0,0,16,3,7,3,7,0,1,0.0,1,,,0.226,0.262,0.258,0.52,0.226,14,0,7,16,66,62,12,2,0,3,0.262,0.258,3,,0,,16,1,,1,0.0,,0.032,0.036000000000000004,4.545454545454546,10.606060606060606,0.42857142857142855,4.184615384615385,3.905999999999999,0.2545454545454545,0.0967741935483871,0.4166666666666667,348.00000000000006,0.1824
1936A,1936,fall,巨　人,23723872,山本　栄一郎1936年 公式戦初出場,,19,38,35,7,6,1,0,0,8,4,7,3,3,0,0,0.0,1,,,0.2,0.263,0.229,0.492,0.2,7,0,7,19,38,35,6,1,0,4,0.263,0.229,3,,0,,8,1,,0,0.0,,0.028999999999999998,0.063,7.894736842105263,7.894736842105263,1.0,2.1052631578947367,2.1459999999999995,0.21875,0.14285714285714285,0.42857142857142855,339.33333333333337,0.1756
1936A,1936,fall,タイガース,21123872,伊賀上　良平1936年 公式戦初出場,,24,82,74,12,8,3,0,1,18,11,7,7,2,0,1,0.0,1,,,0.162,0.235,0.243,0.478,0.162,12,1,7,24,82,74,8,3,0,11,0.235,0.243,7,,0,,18,1,,1,0.0,,0.08099999999999999,0.07299999999999998,8.536585365853659,2.4390243902439024,3.5,4.222222222222222,4.013999999999999,0.15492957746478872,0.1891891891891892,0.41935483870967744,316.0,0.16649999999999998
1936A,1936,fall,タイガース,31533872,小川　年安1936年 公式戦初出場,,31,138,108,31,25,5,1,0,38,17,21,26,11,0,4,0.0,8,,,0.287,0.425,0.352,0.7769999999999999,0.287,31,0,21,31,138,108,25,5,1,17,0.425,0.352,26,,0,,38,8,,4,0.0,,0.065,0.138,18.84057971014493,7.971014492753622,2.3636363636363638,16.16417910447761,19.614,0.31958762886597936,0.37962962962962965,0.935064935064935,542.3333333333334,0.27925
1936A,1936,fall,タイガース,91593872,岡田　宗芳1936年 公式戦初出場,,29,109,93,16,13,2,1,0,20,14,7,15,11,0,1,0.0,2,,,0.172,0.287,0.215,0.502,0.172,16,0,7,29,109,93,13,2,1,14,0.287,0.215,15,,0,,20,2,,1,0.0,,0.04300000000000001,0.11499999999999999,13.761467889908257,10.091743119266056,1.3636363636363635,5.7407407407407405,6.743999999999999,0.1951219512195122,0.22580645161290322,0.4805194805194805,358.66666666666663,0.18289999999999998
1936A,1936,fall,タイガース,41543872,加藤　信夫1936年 公式戦初出場,,6,2,2,0,0,0,0,0,0,1,2,0,0,0,0,0.0,0,,,0.0,0.0,0.0,0.0,0.0,0,0,2,6,2,2,0,0,0,1,0.0,0.0,0,,0,,0,0,,0,0.0,,0.0,0.0,0.0,0.0,nan,0.0,-0.196,0.0,0.0,0.0,0.0,0.0
1936A,1936,fall,タイガース,61563872,景浦　将1936年 公式戦初出場,,31,133,113,28,18,9,0,1,40,17,21,20,11,0,0,0.0,4,,,0.248,0.361,0.354,0.715,0.248,28,1,21,31,133,113,18,9,0,17,0.361,0.354,20,,0,,40,4,,0,0.0,,0.10599999999999998,0.11299999999999999,15.037593984962406,8.270676691729323,1.8181818181818181,14.436090225563909,15.910000000000002,0.26732673267326734,0.3185840707964602,0.7529411764705882,479.0,0.25095
1936A,1936,fall,タイガース,41743872,菊矢　吉男1936年 公式戦初出場,,7,9,6,0,0,0,0,0,0,2,2,3,1,0,0,0.0,0,,,0.0,0.333,0.0,0.333,0.0,0,0,2,7,9,6,0,0,0,2,0.333,0.0,3,,0,,0,0,,0,0.0,,0.0,0.333,33.33333333333333,11.11111111111111,3.0,0.0,0.4019999999999999,0.0,0.5,0.5,333.0,0.14985
1936A,1936,fall,タイガース,21923872,小島　利男1936年 公式戦初出場,,31,139,117,30,21,8,1,0,40,15,18,21,17,1,0,0.0,3,,,0.256,0.374,0.342,0.716,0.256,30,0,18,31,139,117,21,8,1,15,0.374,0.342,21,,1,,40,3,,0,0.0,,0.08600000000000002,0.118,15.107913669064748,12.23021582733813,1.2352941176470589,14.782608695652174,16.573999999999998,0.3,0.2905982905982906,0.7471264367816092,488.0,0.2538
1936A,1936,fall,タイガース,51053872,佐藤　武夫1936年 公式戦初出場,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,,,0.0,0.0,0.0,0.0,0.0,0,0,0,1,1,1,0,0,0,0,0.0,0.0,0,,0,,0,0,,0,0.0,,0.0,0.0,0.0,0.0,nan,0.0,-0.098,0.0,0.0,0.0,0.0,0.0
1936A,1936,fall,タイガース,73173872,平桝　敏男1936年 公式戦初出場,,27,97,78,21,18,3,0,0,24,21,10,19,3,0,0,0.0,11,,,0.269,0.412,0.308,0.72,0.269,21,0,10,27,97,78,18,3,0,21,0.412,0.308,19,,0,,24,11,,0,0.0,,0.03899999999999998,0.14299999999999996,19.587628865979383,3.0927835051546393,6.333333333333333,9.896907216494846,13.824,0.28,0.4230769230769231,0.9473684210526315,514.6666666666666,0.26239999999999997
1936A,1936,fall,タイガース,03103872,藤井　勇1936年 公式戦初出場,,30,143,125,40,33,4,3,0,50,30,14,17,13,1,0,0.0,9,,,0.32,0.406,0.4,0.806,0.32,40,0,14,30,143,125,33,4,3,30,0.406,0.4,17,,1,,50,9,,0,0.0,,0.08000000000000002,0.08600000000000002,11.888111888111888,9.090909090909092,1.3076923076923077,20.070422535211268,21.730000000000004,0.35714285714285715,0.288,0.9058823529411765,539.3333333333334,0.28270000000000006
1936A,1936,fall,タイガース,23123872,藤村　富美男1936年 公式戦初出場,,25,60,52,18,14,1,1,2,27,13,13,7,4,1,0,0.0,3,,,0.346,0.433,0.519,0.952,0.346,18,2,13,25,60,52,14,1,1,13,0.433,0.519,7,,1,,27,3,,0,0.0,,0.17300000000000004,0.08700000000000002,11.666666666666666,6.666666666666667,1.75,11.440677966101696,11.488,0.34782608695652173,0.36538461538461536,1.1176470588235294,606.0,0.3246
1936A,1936,fall,タイガース,23323872,松木　謙治郎1936年 公式戦初出場,,26,102,80,16,11,3,1,1,24,14,14,20,12,1,1,0.0,10,,,0.2,0.366,0.3,0.6659999999999999,0.2,16,1,14,26,102,80,11,3,1,14,0.366,0.3,20,,1,,24,10,,1,0.0,,0.09999999999999998,0.16599999999999998,19.607843137254903,11.76470588235294,1.6666666666666667,8.64,12.598,0.22388059701492538,0.475,0.859375,465.99999999999994,0.23970000000000002
1936A,1936,fall,タイガース,53553872,御園生　崇男1936年 公式戦初出場,,21,49,44,11,9,2,0,0,13,6,5,5,6,0,0,0.0,1,,,0.25,0.327,0.295,0.622,0.25,11,0,5,21,49,44,9,2,0,6,0.327,0.295,5,,0,,13,1,,0,0.0,,0.044999999999999984,0.07700000000000001,10.204081632653061,12.244897959183673,0.8333333333333334,4.244897959183674,4.536,0.2894736842105263,0.18181818181818182,0.5757575757575758,425.3333333333333,0.22089999999999999
1936A,1936,fall,タイガース,43543872,村田　重治1936年 公式戦初出場,,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0,,,0.0,0.0,0.0,0.0,0.0,0,0,0,1,1,1,0,0,0,0,0.0,0.0,0,,0,,0,0,,0,0.0,,0.0,0.0,0.0,100.0,0.0,0.0,-0.098,nan,0.0,0.0,0.0,0.0
1936A,1936,fall,タイガース,83583872,門前　真佐人1936年 公式戦初出場,,7,7,5,0,0,0,0,0,0,0,1,2,1,0,0,0.0,0,,,0.0,0.286,0.0,0.286,0.0,0,0,1,7,7,5,0,0,0,0,0.286,0.0,2,,0,,0,0,,0,0.0,,0.0,0.286,28.57142857142857,14.285714285714285,2.0,0.0,0.17000000000000004,0.0,0.4,0.4,286.0,0.12869999999999998
1936A,1936,fall,タイガース,53753872,山口　政信1936年 公式戦初出場,,31,127,107,25,22,2,1,0,29,14,11,19,16,0,1,0.0,4,,,0.234,0.349,0.271,0.62,0.234,25,0,11,31,127,107,22,2,1,14,0.349,0.271,19,,0,,29,4,,1,0.0,,0.037000000000000005,0.11499999999999996,14.960629921259844,12.598425196850393,1.1875,10.126984126984127,12.434,0.27472527472527475,0.2523364485981308,0.6341463414634146,439.3333333333333,0.2248
1936A,1936,fall,タイガース,13913872,若林　忠志1936年 公式戦初出場,,12,31,28,8,6,2,0,0,10,3,1,1,2,0,2,0.0,0,,,0.286,0.31,0.357,0.667,0.286,8,0,1,12,31,28,6,2,0,3,0.31,0.357,1,,0,,10,0,,2,0.0,,0.07100000000000001,0.02400000000000002,3.225806451612903,6.451612903225806,0.5,3.103448275862069,2.8099999999999996,0.3076923076923077,0.10714285714285714,0.55,429.0,0.22875
1936A,1936,fall,大東京,01103872,浅原　直人1936年 公式戦初出場,,20,82,76,17,15,2,0,0,19,8,5,5,10,0,1,0.0,4,,,0.224,0.272,0.25,0.522,0.224,17,0,5,20,82,76,15,2,0,8,0.272,0.25,5,,0,,19,4,,1,0.0,,0.025999999999999995,0.048000000000000015,6.097560975609756,12.195121951219512,0.5,5.160493827160494,5.5280000000000005,0.25757575757575757,0.14473684210526316,0.4745762711864407,355.3333333333333,0.1849
1936A,1936,fall,名古屋,01303872,岩田　次男1936年 公式戦初出場,,26,103,89,14,12,1,0,1,18,9,7,12,13,1,1,0.0,2,,,0.157,0.265,0.202,0.467,0.157,14,1,7,26,103,89,12,1,0,9,0.265,0.202,12,,1,,18,2,,1,0.0,,0.04500000000000001,0.10800000000000001,11.650485436893204,12.62135922330097,0.9230769230769231,4.633663366336633,5.459999999999998,0.17333333333333334,0.20224719101123595,0.44,332.33333333333337,0.16975
1936A,1936,fall,名古屋,21523872,加藤　智男1936年 公式戦初出場,,5,3,2,0,0,0,0,0,0,1,0,1,0,0,0,0.0,0,,,0.0,0.333,0.0,0.333,0.0,0,0,0,5,3,2,0,0,0,1,0.333,0.0,1,,0,,0,0,,0,0.0,,0.0,0.333,33.33333333333333,0.0,nan,0.0,0.134,0.0,0.5,0.5,333.0,0.14985
1936A,1936,fall,名古屋,91993872,小阪　三郎1936年 公式戦初出場,,9,24,21,2,2,0,0,0,2,1,0,1,3,0,2,0.0,0,,,0.095,0.136,0.095,0.231,0.095,2,0,0,9,24,21,2,0,0,1,0.136,0.095,1,,0,,2,0,,2,0.0,,0.0,0.04100000000000001,4.166666666666666,12.5,0.3333333333333333,0.2727272727272727,-0.532,0.1111111111111111,0.047619047619047616,0.15789473684210525,167.66666666666669,0.08495
1936A,1936,fall,名古屋,01903872,小島　茂男1936年 公式戦初出場,,8,22,21,5,5,0,0,0,5,0,3,1,5,0,0,0.0,0,,,0.238,0.273,0.238,0.511,0.238,5,0,3,8,22,21,5,0,0,0,0.273,0.238,1,,0,,5,0,,0,0.0,,0.0,0.03500000000000003,4.545454545454546,22.727272727272727,0.2,1.3636363636363635,1.262,0.3125,0.047619047619047616,0.375,352.3333333333333,0.18235
1936A,1936,fall,名古屋,81983872,後藤　正1936年 公式戦初出場,,22,86,78,17,13,3,1,0,22,4,10,7,17,0,1,0.0,2,,,0.218,0.282,0.282,0.564,0.218,17,0,10,22,86,78,13,3,1,4,0.282,0.282,7,,0,,22,2,,1,0.0,,0.06399999999999997,0.06399999999999997,8.13953488372093,19.767441860465116,0.4117647058823529,6.211764705882353,6.391999999999999,0.2786885245901639,0.1794871794871795,0.5081967213114754,375.99999999999994,0.19739999999999996
1936A,1936,fall,名古屋,71273872,鈴木　秀雄1936年 公式戦初出場,,7,14,10,1,1,0,0,0,1,1,2,4,4,0,0,0.0,0,,,0.1,0.357,0.1,0.45699999999999996,0.1,1,0,2,7,14,10,1,0,0,1,0.357,0.1,4,,0,,1,0,,0,0.0,,0.0,0.257,28.57142857142857,28.57142857142857,1.0,0.35714285714285715,0.9380000000000001,0.16666666666666666,0.4,0.5555555555555556,390.3333333333333,0.18564999999999998
1936A,1936,fall,名古屋,91293872,鈴木　実1936年 公式戦初出場,,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,,,0.0,0.0,0.0,0.0,0.0,0,0,0,5,1,1,0,0,0,0,0.0,0.0,0,,0,,0,0,,0,0.0,,0.0,0.0,0.0,0.0,nan,0.0,-0.098,0.0,0.0,0.0,0.0,0.0
1936A,1936,fall,名古屋,81283872,高橋　吉雄1936年 公式戦初出場,,26,106,92,20,15,4,1,0,26,10,17,12,10,2,0,0.0,8,,,0.217,0.321,0.283,0.604,0.217,20,0,17,26,106,92,15,4,1,10,0.321,0.283,12,,2,,26,8,,0,0.0,,0.06599999999999998,0.10400000000000001,11.320754716981133,9.433962264150944,1.2,8.0,10.424,0.24390243902439024,0.2826086956521739,0.6666666666666666,415.3333333333333,0.2152
1936A,1936,fall,名古屋,31633872,中根　之1936年 公式戦初出場,,25,111,93,35,30,2,3,0,43,20,7,11,8,3,4,0.0,7,,,0.376,0.458,0.462,0.92,0.376,35,0,7,25,111,93,30,2,3,20,0.458,0.462,11,,3,,43,7,,4,0.0,,0.08600000000000002,0.08200000000000002,9.90990990990991,7.207207207207207,1.375,19.01923076923077,19.756000000000004,0.4117647058823529,0.27956989247311825,1.103448275862069,612.0,0.3216
1936A,1936,fall,名古屋,01803872,ハリス1936年 公式戦初出場,,24,99,87,27,21,4,2,0,35,10,14,8,7,1,3,0.0,2,,,0.31,0.375,0.402,0.777,0.31,27,0,14,24,99,87,21,4,2,10,0.375,0.402,8,,1,,35,2,,3,0.0,,0.09200000000000003,0.065,8.080808080808081,7.07070707070707,1.1428571428571428,12.894736842105264,12.91,0.3375,0.20689655172413793,0.7666666666666667,509.0,0.26925
1936A,1936,fall,名古屋,21823872,芳賀　直一1936年 公式戦初出場,,24,86,77,18,15,2,1,0,22,8,6,5,7,1,3,0.0,2,,,0.234,0.289,0.286,0.575,0.234,18,0,6,24,86,77,15,2,1,8,0.289,0.286,5,,1,,22,2,,3,0.0,,0.05199999999999996,0.054999999999999966,5.813953488372093,8.13953488372093,0.7142857142857143,6.170731707317073,6.538,0.2571428571428571,0.14285714285714285,0.5084745762711864,384.3333333333333,0.20155
1936A,1936,fall,名古屋,61863872,服部　一男1936年 公式戦初出場,,9,32,25,5,4,1,0,0,6,3,1,7,4,0,0,0.0,0,,,0.2,0.375,0.24,0.615,0.2,5,0,1,9,32,25,4,1,0,3,0.375,0.24,7,,0,,6,0,,0,0.0,,0.03999999999999998,0.175,21.875,12.5,1.75,2.25,3.0699999999999994,0.23809523809523808,0.32,0.65,455.0,0.22875
1936A,1936,fall,名古屋,53353872,前田　喜代士1936年 公式戦初出場,,22,81,81,10,6,1,2,1,18,5,7,0,16,0,0,0.0,2,,,0.123,0.123,0.222,0.345,0.123,10,1,7,22,81,81,6,1,2,5,0.123,0.222,0,,0,,18,2,,0,0.0,,0.099,0.0,0.0,19.753086419753085,0.0,2.2222222222222223,0.6420000000000003,0.140625,0.12345679012345678,0.28169014084507044,197.0,0.11085
1936A,1936,fall,名古屋,73373872,牧野　潔1936年 公式戦初出場,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,,,,,,0.0,,0,0,0,1,0,0,0,0,0,0,,,0,,0,,0,0,,0,0.0,,0.0,0.0,nan,nan,nan,nan,0.0,nan,nan,nan,0.0,0.0
1936A,1936,fall,名古屋,93393872,桝　嘉一1936年 公式戦初出場,,23,106,84,18,15,3,0,0,21,17,5,20,8,0,2,0.0,3,,,0.214,0.365,0.25,0.615,0.214,18,0,5,23,106,84,15,3,0,17,0.365,0.25,20,,0,,21,3,,2,0.0,,0.036000000000000004,0.151,18.867924528301888,7.547169811320755,2.5,7.673076923076923,10.332,0.23684210526315788,0.30952380952380953,0.6666666666666666,448.3333333333333,0.22675
1936A,1936,fall,名古屋,03303872,松浦　一義1936年 公式戦初出場,,17,35,32,3,3,0,0,0,3,3,0,1,4,0,2,0.0,1,,,0.094,0.121,0.094,0.215,0.094,3,0,0,17,35,32,3,0,0,3,0.121,0.094,1,,0,,3,1,,2,0.0,,0.0,0.026999999999999996,2.857142857142857,11.428571428571429,0.25,0.36363636363636365,-0.8319999999999999,0.10714285714285714,0.0625,0.1724137931034483,152.33333333333331,0.07794999999999999
