npb_player_id,name_ja,name_en,team,team_code,position,uniform_no,throw_hand,bat_hand,is_new_2026
01305130,植田 海,,阪神タイガース,H,,,R,B,0
41245153,髙寺 望夢,,阪神タイガース,H,,,R,L,0
43145157,森下 翔太,,阪神タイガース,H,,,R,R,0
71075138,近本 光司,,阪神タイガース,H,,,L,L,0
91595152,岡城 快生,,阪神タイガース,H,,,R,R,0
41145157,井坪 陽生,,阪神タイガース,H,,,R,R,0
91995136,島田 海吏,,阪神タイガース,H,,,R,L,0
21825155,前川 右京,,阪神タイガース,H,,,L,L,0
71775151,小野寺 暖,,阪神タイガース,H,,,R,R,0
31435155,豊田 寛,,阪神タイガース,H,,,R,R,0
41045153,佐藤 輝明,,阪神タイガース,H,,,R,L,0
21825153,平内 龍太,,読売ジャイアンツ,G,平内龍太,66,R,R,0
33135155,松浦 慶斗,,読売ジャイアンツ,G,投　手,,L,L,0
31735155,菊地 大稀,,読売ジャイアンツ,G,,,R,L,0
11215114,田中 将大,,読売ジャイアンツ,G,,,R,R,0
81085155,大勢,,読売ジャイアンツ,G,,,R,R,0
31635159,西舘 勇陽,,読売ジャイアンツ,G,,,R,R,0
03305153,山﨑 伊織,,読売ジャイアンツ,G,,,R,L,0
41045138,戸郷 翔征,,読売ジャイアンツ,G,,,R,R,0
71275152,竹丸 和幸,,読売ジャイアンツ,G,,,L,L,0
53355152,Ｆ．ウィットリー,Forrest Whitley,読売ジャイアンツ,G,,,R,R,0
23725150,Ｓ．ハワード,Spencer Howard,読売ジャイアンツ,G,,,R,R,0
21225152,田和 廉,,読売ジャイアンツ,G,,,R,R,0
51155155,赤星 優志,,読売ジャイアンツ,G,,,R,R,0
43145152,山城 京平,,読売ジャイアンツ,G,,,L,L,0
81285132,中川 皓太,,読売ジャイアンツ,G,,,L,L,0
53755152,Ｂ．マタ,Bryan Mata,読売ジャイアンツ,G,,,R,R,0
51055137,則本 昂大,,読売ジャイアンツ,G,,,R,L,0
61065136,田中 瑛斗,,読売ジャイアンツ,G,,,R,L,0
33135159,又木 鉄平,,読売ジャイアンツ,G,,,L,L,0
43345159,森田 駿哉,,読売ジャイアンツ,G,,,L,L,0
91095157,田中 千晴,,読売ジャイアンツ,G,,,R,R,0
23225157,Ａ．バルドナード,Alberto Baldonado,読売ジャイアンツ,G,,,L,L,0
91095134,高梨 雄平,,読売ジャイアンツ,G,,,L,L,0
01505136,北浦 竜次,,読売ジャイアンツ,G,,,L,L,0
13115150,宮原 駿介,,読売ジャイアンツ,G,,,L,L,0
31835157,船迫 大雅,,読売ジャイアンツ,G,,,R,L,0
81885138,横川 凱,,読売ジャイアンツ,G,,,L,L,0
01105138,泉 圭輔,,読売ジャイアンツ,G,,,R,R,0
53555155,山田 龍聖,,読売ジャイアンツ,G,,,L,L,0
61165153,石川 達也,,読売ジャイアンツ,G,,,L,R,0
21625151,堀田 賢慎,,読売ジャイアンツ,G,,,R,R,0
23925134,Ｒ．マルティネス,Raidel Martinez,読売ジャイアンツ,G,,,R,L,0
51355151,井上 温大,,読売ジャイアンツ,G,,,L,L,0
91595133,甲斐 拓也,,読売ジャイアンツ,G,,,R,R,0
91795139,小林 誠司,,読売ジャイアンツ,G,,,R,R,0
21325136,大城 卓三,,読売ジャイアンツ,G,,,R,L,0
91595136,岸田 行倫,,読売ジャイアンツ,G,,,R,R,0
91795134,郡 拓也,,読売ジャイアンツ,G,,,R,R,0
03105151,山瀬 慎之助,,読売ジャイアンツ,G,,,R,R,0
43145136,湯浅 大,,読売ジャイアンツ,G,,,R,R,0
51855132,増田 大輝,,読売ジャイアンツ,G,,,R,R,0
73375134,吉川 尚輝,,読売ジャイアンツ,G,,,R,L,0
11515157,門脇 誠,,読売ジャイアンツ,G,,,R,L,0
51955114,坂本 勇人,,読売ジャイアンツ,G,,,R,R,0
61165150,石塚 裕惺,,読売ジャイアンツ,G,,,R,R,0
63565152,Ｂ．ダルベック,Bobby Dalbec,読売ジャイアンツ,G,,,R,R,0
81385150,浦田 俊輔,,読売ジャイアンツ,G,,,R,L,0
61765152,小濱 佑斗,,読売ジャイアンツ,G,,,R,R,0
61165159,泉口 友汰,,読売ジャイアンツ,G,,,R,L,0
11015136,リチャード,,読売ジャイアンツ,G,,,R,R,0
71175150,荒巻 悠,,読売ジャイアンツ,G,,,R,L,0
01605138,増田 陸,,読売ジャイアンツ,G,,,R,R,0
21625152,藤井 健翔,,読売ジャイアンツ,G,,,R,R,0
21425116,丸 佳浩,,読売ジャイアンツ,G,,,R,L,0
21625135,松本 剛,,読売ジャイアンツ,G,,,R,R,0
81485157,萩尾 匡也,,読売ジャイアンツ,G,,,R,R,0
73575150,Ｔ．キャベッジ,Trey Cabbage,読売ジャイアンツ,G,,,R,L,0
81385155,岡田 悠希,,読売ジャイアンツ,G,,,R,L,0
33135152,皆川 岳飛,,読売ジャイアンツ,G,,,R,L,0
51655153,中山 礼都,,読売ジャイアンツ,G,,,R,L,0
51955159,佐々木 俊輔,,読売ジャイアンツ,G,,,R,L,0
91195157,浅野 翔吾,,読売ジャイアンツ,G,,,R,R,0
53555153,若林 楽人,,読売ジャイアンツ,G,,,R,R,0
13115157,三塚 琉生,,読売ジャイアンツ,G,,,L,L,0
91995131,長野 久義,,読売ジャイアンツ,G,,,R,R,1
91595153,内山 壮真,,東京ヤクルトスワローズ,S,内山壮真,3,R,R,0
41545153,大道 温貴,,東京ヤクルトスワローズ,S,投　手,,R,R,0
21125137,石山 泰稚,,東京ヤクルトスワローズ,S,,,R,R,0
91695150,中村 優斗,,東京ヤクルトスワローズ,S,,,R,L,0
51955138,清水 昇,,東京ヤクルトスワローズ,S,,,R,L,0
31735151,奥川 恭伸,,東京ヤクルトスワローズ,S,,,R,R,0
11315115,石川 雅規,,東京ヤクルトスワローズ,S,,,L,L,0
11915153,木澤 尚文,,東京ヤクルトスワローズ,S,,,R,R,0
53555157,吉村 貢司郎,,東京ヤクルトスワローズ,S,,,R,R,0
11815134,星 知弥,,東京ヤクルトスワローズ,S,,,R,R,0
63365153,山野 太一,,東京ヤクルトスワローズ,S,,,L,L,0
03105159,松本 健吾,,東京ヤクルトスワローズ,S,,,R,R,0
11515137,小川 泰弘,,東京ヤクルトスワローズ,S,,,R,R,0
91295150,荘司 宏太,,東京ヤクルトスワローズ,S,,,L,L,0
23125152,山崎 太陽,,東京ヤクルトスワローズ,S,,,R,R,0
41945139,田口 麗斗,,東京ヤクルトスワローズ,S,,,L,L,0
41145159,石原 勇輝,,東京ヤクルトスワローズ,S,,,L,L,0
21925139,高梨 裕稔,,東京ヤクルトスワローズ,S,,,R,R,0
71575134,拓也,,東京ヤクルトスワローズ,S,,,R,R,0
01805152,増居 翔太,,東京ヤクルトスワローズ,S,,,L,L,0
41545151,大西 広樹,,東京ヤクルトスワローズ,S,,,R,R,0
01705132,小澤 怜史,,東京ヤクルトスワローズ,S,,,R,L,0
51055132,高橋 奎二,,東京ヤクルトスワローズ,S,,,L,L,0
61065152,鈴木 蓮吾,,東京ヤクルトスワローズ,S,,,L,L,0
11615134,長谷川 宙輝,,東京ヤクルトスワローズ,S,,,L,L,0
81785157,坂本 拓己,,東京ヤクルトスワローズ,S,,,L,L,0
63965150,Ｎ．ウォルターズ,Nash Walters,東京ヤクルトスワローズ,S,,,R,R,0
01105152,飯田 琉斗,,東京ヤクルトスワローズ,S,,,R,R,0
13915152,Ｊ．リランソ,Jesus Liranzo,東京ヤクルトスワローズ,S,,,R,R,0
81785136,阪口 皓亮,,東京ヤクルトスワローズ,S,,,R,L,0
43145153,丸山 翔大,,東京ヤクルトスワローズ,S,,,R,L,0
77575159,下川 隼佑,,東京ヤクルトスワローズ,S,,,R,R,0
61265138,沼田 翔平,,東京ヤクルトスワローズ,S,,,R,R,0
71175132,青柳 晃洋,,東京ヤクルトスワローズ,S,,,R,R,0
01705134,古賀 優大,,東京ヤクルトスワローズ,S,,,R,R,0
51255118,中村 悠平,,東京ヤクルトスワローズ,S,,,R,R,0
51855136,松本 直樹,,東京ヤクルトスワローズ,S,,,R,R,0
21525132,柿沼 友哉,,東京ヤクルトスワローズ,S,,,R,R,0
11615157,橋本 星哉,,東京ヤクルトスワローズ,S,,,R,L,0
43145150,矢野 泰二郎,,東京ヤクルトスワローズ,S,,,R,R,0
01005159,鈴木 叶,,東京ヤクルトスワローズ,S,,,R,R,0
51155153,赤羽 由紘,,東京ヤクルトスワローズ,S,,,R,R,0
91895133,山田 哲人,,東京ヤクルトスワローズ,S,,,R,R,0
61865152,松下 歩叶,,東京ヤクルトスワローズ,S,,,R,R,0
51455151,長岡 秀樹,,東京ヤクルトスワローズ,S,,,R,L,0
61865132,茂木 栄五郎,,東京ヤクルトスワローズ,S,,,R,L,0
01805136,宮本 丈,,東京ヤクルトスワローズ,S,,,R,L,0
23525153,Ｊ．オスナ,Jose Osuna,東京ヤクルトスワローズ,S,,,R,R,0
21825138,山野辺 翔,,東京ヤクルトスワローズ,S,,,R,R,0
41145152,石井 巧,,東京ヤクルトスワローズ,S,,,R,R,0
41845152,松川 玲央,,東京ヤクルトスワローズ,S,,,R,L,0
01505157,北村 恵吾,,東京ヤクルトスワローズ,S,,,R,R,0
01405150,田中 陽翔,,東京ヤクルトスワローズ,S,,,R,L,0
71275151,武岡 龍世,,東京ヤクルトスワローズ,S,,,R,L,0
81185159,伊藤 琉偉,,東京ヤクルトスワローズ,S,,,R,R,0
91695153,並木 秀尊,,東京ヤクルトスワローズ,S,,,R,R,0
93195155,丸山 和郁,,東京ヤクルトスワローズ,S,,,L,L,0
71975136,塩見 泰隆,,東京ヤクルトスワローズ,S,,,R,R,0
53755153,Ｄ．サンタナ,Domingo Santana,東京ヤクルトスワローズ,S,,,R,R,0
93195150,モイセエフ ニキータ,,東京ヤクルトスワローズ,S,,,L,L,0
91495157,西村 瑠伊斗,,東京ヤクルトスワローズ,S,,,R,L,0
51955157,澤井 廉,,東京ヤクルトスワローズ,S,,,L,L,0
11815136,増田 珠,,東京ヤクルトスワローズ,S,,,R,R,0
51355155,岩田 幸宏,,東京ヤクルトスワローズ,S,,,L,L,0
63365152,Ｊ．キハダ,Jose Quijada,東京ヤクルトスワローズ,S,,,L,L,1
31735112,川端 慎吾,,東京ヤクルトスワローズ,S,,,R,L,1
91095138,知野 直人,,中日ドラゴンズ,D,内野手,,R,R,0
71675157,濱 将乃介,,中日ドラゴンズ,D,,,R,L,0
51455152,中西 聖輝,,中日ドラゴンズ,D,,,R,R,0
21425151,橋本 侑樹,,中日ドラゴンズ,D,,,L,L,0
91795159,草加 勝,,中日ドラゴンズ,D,,,R,R,0
21925152,櫻井 頼之介,,中日ドラゴンズ,D,,,R,R,0
63165134,柳 裕也,,中日ドラゴンズ,D,,,R,R,0
61265153,髙橋 宏斗,,中日ドラゴンズ,D,,,R,R,0
31635110,涌井 秀章,,中日ドラゴンズ,D,,,R,R,0
61565150,金丸 夢斗,,中日ドラゴンズ,D,,,L,L,0
11515133,大野 雄大,,中日ドラゴンズ,D,,,L,L,0
41245157,仲地 礼亜,,中日ドラゴンズ,D,,,R,R,0
73175153,松木平 優太,,中日ドラゴンズ,D,,,R,R,0
81285138,根尾 昂,,中日ドラゴンズ,D,,,R,L,0
61165157,伊藤 茉央,,中日ドラゴンズ,D,,,R,L,0
41645132,福 敬登,,中日ドラゴンズ,D,,,L,L,0
31835159,福田 幸之介,,中日ドラゴンズ,D,,,L,L,0
21225137,松葉 貴大,,中日ドラゴンズ,D,,,L,L,0
21525138,勝野 昌慶,,中日ドラゴンズ,D,,,R,R,0
51355134,梅野 雄吾,,中日ドラゴンズ,D,,,R,R,0
93395150,吉田 聖弥,,中日ドラゴンズ,D,,,L,L,0
01905136,清水 達也,,中日ドラゴンズ,D,,,R,R,0
81985152,篠﨑 国忠,,中日ドラゴンズ,D,,,R,R,0
21625134,藤嶋 健人,,中日ドラゴンズ,D,,,R,R,0
11915130,齋藤 綱記,,中日ドラゴンズ,D,,,L,L,0
41245150,高橋 幸佑,,中日ドラゴンズ,D,,,L,L,0
91195150,有馬 惠叶,,中日ドラゴンズ,D,,,R,R,0
23125155,三浦 瑞樹,,中日ドラゴンズ,D,,,L,R,0
11015153,近藤 廉,,中日ドラゴンズ,D,,,L,L,0
61865157,松山 晋也,,中日ドラゴンズ,D,,,R,R,0
21125150,石伊 雄太,,中日ドラゴンズ,D,,,R,R,0
31735132,木下 拓哉,,中日ドラゴンズ,D,,,R,R,0
61365132,宇佐見 真吾,,中日ドラゴンズ,D,,,R,L,0
83185155,味谷 大誠,,中日ドラゴンズ,D,,,R,L,0
41545130,加藤 匠馬,,中日ドラゴンズ,D,,,R,R,0
91195138,石橋 康太,,中日ドラゴンズ,D,,,R,R,0
61265159,辻本 倫太郎,,中日ドラゴンズ,D,,,R,R,0
21025157,田中 幹也,,中日ドラゴンズ,D,,,R,R,0
91095135,高橋 周平,,中日ドラゴンズ,D,,,R,L,0
03105157,村松 開人,,中日ドラゴンズ,D,,,R,L,0
81685157,福永 裕基,,中日ドラゴンズ,D,,,R,R,0
91195151,石川 昂弥,,中日ドラゴンズ,D,,,R,R,0
03105150,森 駿太,,中日ドラゴンズ,D,,,R,L,0
51455153,土田 龍空,,中日ドラゴンズ,D,,,R,L,0
61165132,阿部 寿樹,,中日ドラゴンズ,D,,,R,R,0
91095152,新保 茉良,,中日ドラゴンズ,D,,,R,L,0
93195132,山本 泰寛,,中日ドラゴンズ,D,,,R,R,0
91395132,板山 祐太郎,,中日ドラゴンズ,D,,,R,L,0
21625157,樋口 正修,,中日ドラゴンズ,D,,,R,L,0
71575159,尾田 剛樹,,中日ドラゴンズ,D,,,L,L,0
81585151,岡林 勇希,,中日ドラゴンズ,D,,,R,L,0
01305131,大島 洋平,,中日ドラゴンズ,D,,,L,L,0
71875155,ブライト 健太,,中日ドラゴンズ,D,,,R,R,0
81585132,川越 誠司,,中日ドラゴンズ,D,,,L,L,0
91395139,上林 誠知,,中日ドラゴンズ,D,,,R,L,0
31835134,細川 成也,,中日ドラゴンズ,D,,,R,R,0
61465152,花田 旭,,中日ドラゴンズ,D,,,R,R,0
71375155,鵜飼 航丞,,中日ドラゴンズ,D,,,R,R,0
41445152,能戸 輝夢,,中日ドラゴンズ,D,,,R,L,0
73575159,Ａ．アブレウ,Albert Abreu,中日ドラゴンズ,D,,,R,L,1
13915150,Ｋ．マラー,Kyle Muller,中日ドラゴンズ,D,,,L,R,0
93795157,Ｏ．カリステ,Orlando Calixte,中日ドラゴンズ,D,,,R,R,0
73575152,Ｍ．サノー,Miguel Sano,中日ドラゴンズ,D,,,R,R,1
83785150,Ｊ．ボスラー,Jason Vosler,中日ドラゴンズ,D,,,R,L,0
93295157,Ｈ．メヒア,Humberto Mejia,中日ドラゴンズ,D,,,R,R,0
31935138,島内 颯太郎,,広島東洋カープ,C,島内颯太郎,43,R,R,0
51355157,内田 湘大,,広島東洋カープ,C,内田湘大,63,R,R,0
71075157,辰見 鴻之介,,広島東洋カープ,C,内野手,,R,R,0
51955152,齊藤 汰直,,広島東洋カープ,C,,,R,R,0
73375153,森浦 大輔,,広島東洋カープ,C,,,L,L,0
61365139,大瀬良 大地,,広島東洋カープ,C,,,R,R,0
93395155,森 翔平,,広島東洋カープ,C,,,L,L,0
31435159,常廣 羽也斗,,広島東洋カープ,C,,,R,R,0
53155151,森下 暢仁,,広島東洋カープ,C,,,R,R,0
11415134,床田 寛樹,,広島東洋カープ,C,,,L,L,0
91995153,栗林 良吏,,広島東洋カープ,C,,,R,R,0
31235133,中﨑 翔太,,広島東洋カープ,C,,,R,R,0
41045159,髙 太一,,広島東洋カープ,C,,,L,L,0
41745155,黒原 拓未,,広島東洋カープ,C,,,L,L,0
91895157,益田 武尚,,広島東洋カープ,C,,,R,R,0
71075150,佐藤 柳之介,,広島東洋カープ,C,,,L,L,0
71775136,ケムナ 誠,,広島東洋カープ,C,,,R,R,0
31235159,滝田 一希,,広島東洋カープ,C,,,L,L,0
01005134,高橋 昂也,,広島東洋カープ,C,,,L,L,0
91795152,工藤 泰己,,広島東洋カープ,C,,,R,R,0
21625130,塹江 敦哉,,広島東洋カープ,C,,,L,L,0
31135152,赤木 晴哉,,広島東洋カープ,C,,,R,R,0
51655157,長谷部 銀次,,広島東洋カープ,C,,,L,L,0
61065151,鈴木 健矢,,広島東洋カープ,C,,,R,L,0
43545152,Ｆ．ターノック,Freddy Tarnok,広島東洋カープ,C,,,R,R,0
73175155,松本 竜也,,広島東洋カープ,C,,,R,R,0
81085152,髙木 快大,,広島東洋カープ,C,,,R,R,0
61765157,斉藤 優汰,,広島東洋カープ,C,,,R,L,0
31135134,アドゥワ 誠,,広島東洋カープ,C,,,R,R,0
91595150,岡本 駿,,広島東洋カープ,C,,,R,L,0
41245151,玉村 昇悟,,広島東洋カープ,C,,,L,L,0
71375136,遠藤 淳志,,広島東洋カープ,C,,,R,R,0
91795150,菊地 ハルン,,広島東洋カープ,C,,,R,R,0
73975159,Ｔ．ハーン,Taylor Hearn,広島東洋カープ,C,,,L,L,0
41645157,日髙 暖己,,広島東洋カープ,C,,,R,L,0
81085157,辻 大雅,,広島東洋カープ,C,,,L,L,0
31135114,會澤 翼,,広島東洋カープ,C,,,R,R,0
11915134,坂倉 将吾,,広島東洋カープ,C,,,R,L,0
21125151,石原 貴規,,広島東洋カープ,C,,,R,R,0
81885151,持丸 泰輝,,広島東洋カープ,C,,,R,L,0
91995157,清水 叶人,,広島東洋カープ,C,,,R,L,0
11215155,髙木 翔斗,,広島東洋カープ,C,,,R,R,0
71475138,羽月 隆太郎,,広島東洋カープ,C,,,R,L,0
81585152,勝田 成,,広島東洋カープ,C,,,R,L,0
93395153,矢野 雅哉,,広島東洋カープ,C,,,R,L,0
01705138,小園 海斗,,広島東洋カープ,C,,,R,L,0
61965131,堂林 翔太,,広島東洋カープ,C,,,R,R,0
11015150,佐々木 泰,,広島東洋カープ,C,,,R,R,0
61565135,菊池 涼介,,広島東洋カープ,C,,,R,R,0
01405138,林 晃汰,,広島東洋カープ,C,,,R,L,0
13515150,渡邉 悠斗,,広島東洋カープ,C,,,R,R,0
01405152,西川 篤夢,,広島東洋カープ,C,,,R,L,0
41445159,仲田 侑仁,,広島東洋カープ,C,,,R,R,0
41845155,前川 誠太,,広島東洋カープ,C,,,R,R,0
71975159,佐藤 啓介,,広島東洋カープ,C,,,R,L,0
53955150,Ｅ．モンテロ,Elehuris Montero,広島東洋カープ,C,,,R,R,0
91895153,二俣 翔一,,広島東洋カープ,C,,,R,R,0
31135133,秋山 翔吾,,広島東洋カープ,C,,,R,L,0
01405130,野間 峻祥,,広島東洋カープ,C,,,R,L,0
71675152,平川 蓮,,広島東洋カープ,C,,,R,B,0
51055155,末包 昇大,,広島東洋カープ,C,,,R,R,0
81585157,久保 修,,広島東洋カープ,C,,,R,R,0
21325138,大盛 穂,,広島東洋カープ,C,,,R,L,0
61265155,田村 俊介,,広島東洋カープ,C,,,L,L,0
43745150,Ｓ．ファビアン,Sandro Fabian,広島東洋カープ,C,,,R,R,0
81285136,中村 奨成,,広島東洋カープ,C,,,R,R,0
61265157,中村 貴浩,,広島東洋カープ,C,,,R,L,0
91495150,田内 真翔,,横浜DeNAベイスターズ,DB,田内真翔,56,R,R,0
91895155,古市 尊,,横浜DeNAベイスターズ,DB,捕　手,,R,R,0
13715150,Ｊ．デュプランティエ,Jon Duplantier,横浜DeNAベイスターズ,DB,,,R,L,0
51155136,東 克樹,,横浜DeNAベイスターズ,DB,,,L,L,0
11415150,竹田 祐,,横浜DeNAベイスターズ,DB,,,R,R,0
41145151,伊勢 大夢,,横浜DeNAベイスターズ,DB,,,R,R,0
11315130,石田 健大,,横浜DeNAベイスターズ,DB,,,L,L,0
11015152,島田 舜也,,横浜DeNAベイスターズ,DB,,,R,R,0
01305138,大貫 晋一,,横浜DeNAベイスターズ,DB,,,R,R,0
31935155,小園 健太,,横浜DeNAベイスターズ,DB,,,R,R,0
41845130,山﨑 康晃,,横浜DeNAベイスターズ,DB,,,R,R,0
11015151,坂本 裕哉,,横浜DeNAベイスターズ,DB,,,L,L,0
61365153,入江 大生,,横浜DeNAベイスターズ,DB,,,R,R,0
33535157,吉野 光樹,,横浜DeNAベイスターズ,DB,,,R,R,0
41045137,藤浪 晋太郎,,横浜DeNAベイスターズ,DB,,,R,R,0
41045150,篠木 健太郎,,横浜DeNAベイスターズ,DB,,,R,L,0
91295159,武田 陸玖,,横浜DeNAベイスターズ,DB,,,L,L,0
31635157,橋本 達弥,,横浜DeNAベイスターズ,DB,,,R,R,0
23125159,松本 凌人,,横浜DeNAベイスターズ,DB,,,R,R,0
63365150,若松 尚輝,,横浜DeNAベイスターズ,DB,,,R,R,0
71975134,佐々木 千隼,,横浜DeNAベイスターズ,DB,,,R,R,0
83385152,Ａ．コックス,Austin Cox,横浜DeNAベイスターズ,DB,,,L,L,0
61665155,深沢 鳳介,,横浜DeNAベイスターズ,DB,,,R,R,0
93195134,森原 康平,,横浜DeNAベイスターズ,DB,,,R,L,0
61965150,坂口 翔颯,,横浜DeNAベイスターズ,DB,,,R,R,0
61565152,片山 皓心,,横浜DeNAベイスターズ,DB,,,L,L,0
53955152,Ｊ．ルイーズ,Jose Ruiz,横浜DeNAベイスターズ,DB,,,R,R,0
21425153,中川 颯,,横浜DeNAベイスターズ,DB,,,R,L,0
21125159,石田 裕太郎,,横浜DeNAベイスターズ,DB,,,R,R,0
01905139,平良 拳太郎,,横浜DeNAベイスターズ,DB,,,R,R,0
93995152,Ｓ．レイノルズ,Sean Reynolds,横浜DeNAベイスターズ,DB,,,R,L,0
21225136,中川 虎大,,横浜DeNAベイスターズ,DB,,,R,R,0
51855138,宮城 滝太,,横浜DeNAベイスターズ,DB,,,R,R,0
81385153,岩田 将貴,,横浜DeNAベイスターズ,DB,,,L,L,0
71875134,堀岡 隼人,,横浜DeNAベイスターズ,DB,,,R,R,0
21825157,松尾 汐恩,,横浜DeNAベイスターズ,DB,,,R,R,0
41245132,戸柱 恭孝,,横浜DeNAベイスターズ,DB,,,R,L,0
91695138,益子 京右,,横浜DeNAベイスターズ,DB,,,R,R,0
23125136,山本 祐大,,横浜DeNAベイスターズ,DB,,,R,R,0
51155151,東妻 純平,,横浜DeNAベイスターズ,DB,,,R,R,0
31735134,九鬼 隆平,,横浜DeNAベイスターズ,DB,,,R,R,0
91695157,林 琢真,,横浜DeNAベイスターズ,DB,,,R,L,0
13115153,牧 秀悟,,横浜DeNAベイスターズ,DB,,,R,R,0
41545152,小田 康一郎,,横浜DeNAベイスターズ,DB,,,R,L,0
33135151,森 敬斗,,横浜DeNAベイスターズ,DB,,,R,L,0
81585134,京田 陽太,,横浜DeNAベイスターズ,DB,,,R,L,0
41945131,筒香 嘉智,,横浜DeNAベイスターズ,DB,,,R,L,0
33135134,三森 大貴,,横浜DeNAベイスターズ,DB,,,R,L,0
41945132,柴田 竜拓,,横浜DeNAベイスターズ,DB,,,R,L,0
53155152,宮下 朝陽,,横浜DeNAベイスターズ,DB,,,R,R,0
21525150,加藤 響,,横浜DeNAベイスターズ,DB,,,R,R,0
91195159,石上 泰輝,,横浜DeNAベイスターズ,DB,,,R,L,0
91495152,成瀬 脩人,,横浜DeNAベイスターズ,DB,,,R,R,0
51455137,宮﨑 敏郎,,横浜DeNAベイスターズ,DB,,,R,R,0
13715132,Ｄ．ビシエド,Dayan Viciedo,横浜DeNAベイスターズ,DB,,,R,R,0
33535159,度会 隆輝,,横浜DeNAベイスターズ,DB,,,R,L,0
91995134,佐野 恵太,,横浜DeNAベイスターズ,DB,,,R,L,0
71575136,神里 和毅,,横浜DeNAベイスターズ,DB,,,R,L,0
41545138,勝又 温史,,横浜DeNAベイスターズ,DB,,,R,L,0
31335159,井上 絢登,,横浜DeNAベイスターズ,DB,,,R,L,0
51555155,梶原 昂希,,横浜DeNAベイスターズ,DB,,,R,L,0
51555151,蝦名 達夫,,横浜DeNAベイスターズ,DB,,,R,R,0
31935139,関根 大気,,横浜DeNAベイスターズ,DB,,,L,L,0
